"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Sat1",590,0,1.16778697069863,0.173,0.138,0,"4hours",0.035,"SAT1"
"Sat1",1579,2.34448857755312e-143,0.567392908423494,0.197,0.132,6.36130085747487e-139,"12hours",0.065,"SAT1"
"Dcdc2a",2294,6.07517270494764e-54,0.247634570837555,0.13,0.094,1.64837661003344e-49,"2days",0.036,"DCDC2"
"Dcdc2a",1724,9.4756536026611e-70,0.359085390484003,0.129,0.094,2.57102909201004e-65,"12hours",0.035,"DCDC2"
"Dcdc2a",153,0,-1.24823461853161,0.033,0.118,0,"Control",-0.085,"DCDC2"
"Dcdc2a",2454,2.570145890208e-138,0.533266286225865,0.131,0.094,6.97357684390135e-134,"14days",0.037,"DCDC2"
"Dcdc2a",3208,6.8105436187605e-11,0.226795691327635,0.111,0.098,1.84790480007829e-06,"6weeks",0.013,"DCDC2"
"Dcdc2a",952,1.14024011661382e-109,-0.558325028511798,0.079,0.103,3.09381350840827e-105,"4hours",-0.024,"DCDC2"
"Bmp6",2789,0,-1.10280353544993,0.176,0.254,0,"6weeks",-0.078,"BMP6"
"Bmp6",155,0,-1.31345798135733,0.155,0.262,0,"Control",-0.107,"BMP6"
"Bmp6",574,0,1.96711441164968,0.363,0.223,0,"4hours",0.14,"BMP6"
"Bmp6",2555,5.78498101691694e-80,-0.344572950578362,0.242,0.239,1.56963889932007e-75,"14days",0.003,"BMP6"
"Adk",2007,5.54943393911113e-308,-0.371314222281641,0.275,0.248,1.50572791069902e-303,"2days",0.027,"ADK"
"Adk",1235,0,1.9157890608118,0.469,0.21,0,"12hours",0.259,"ADK"
"Adk",2932,1.34218162149885e-110,0.499158260396363,0.29,0.243,3.64174139361284e-106,"6weeks",0.047,"ADK"
"Adk",156,0,-1.32581265988375,0.171,0.274,0,"Control",-0.103,"ADK"
"Adk",2374,0,-1.54714827980208,0.16,0.27,0,"14days",-0.11,"ADK"
"Adk",713,0,-1.46499367358392,0.132,0.268,0,"4hours",-0.136,"ADK"
"Cep85",2371,0,-1.38303650225077,0.045,0.113,0,"14days",-0.068,"CEP85"
"Cep85",2787,0,-0.958366393816687,0.071,0.109,0,"6weeks",-0.038,"CEP85"
"Cep85",1236,0,1.89354760375368,0.242,0.075,0,"12hours",0.167,"CEP85"
"Cep85",753,5.38037971844759e-278,0.457758000522991,0.091,0.103,1.45985842900638e-273,"4hours",-0.012,"CEP85"
"Cep85",157,0,-1.35606490471858,0.045,0.117,0,"Control",-0.072,"CEP85"
"Rtn4",2384,9.33274817053347e-279,-0.810568440316509,0.086,0.132,2.53225456111085e-274,"14days",-0.046,"RTN4"
"Rtn4",2791,0,-1.1316235529047,0.049,0.142,0,"6weeks",-0.093,"RTN4"
"Rtn4",2199,1.22599531374053e-143,-0.324953489709209,0.12,0.125,3.32649308477217e-139,"2days",-0.005,"RTN4"
"Rtn4",1237,0,1.67988134905018,0.311,0.089,0,"12hours",0.222,"RTN4"
"Rtn4",609,0,0.951423532150604,0.206,0.114,0,"4hours",0.092,"RTN4"
"Rtn4",159,0,-1.46705358764004,0.037,0.148,0,"Control",-0.111,"RTN4"
"Col18a1",2820,8.40420788545835e-246,-0.623385112475671,0.158,0.257,2.28031372556141e-241,"6weeks",-0.099,"COL18A1"
"Col18a1",2017,2.94819724857591e-296,0.230403126578018,0.319,0.223,7.99934359456101e-292,"2days",0.096,"COL18A1"
"Col18a1",1268,0,0.779069012500306,0.396,0.209,0,"12hours",0.187,"COL18A1"
"Col18a1",611,0,0.934156016191065,0.32,0.228,0,"4hours",0.092,"COL18A1"
"Col18a1",161,0,-1.6347481124282,0.081,0.281,0,"Control",-0.2,"COL18A1"
"Il34",594,0,1.06697880600946,0.271,0.18,0,"4hours",0.091,"IL34"
"Il34",162,0,-1.72410887376591,0.069,0.222,0,"Control",-0.153,"IL34"
"Il34",2786,0,-0.923894417137956,0.114,0.208,0,"6weeks",-0.094,"IL34"
"Il34",1271,0,0.769655846013605,0.308,0.167,0,"12hours",0.141,"IL34"
"Chd9",1952,0,0.444231895037324,0.325,0.185,0,"2days",0.14,"CHD9"
"Chd9",642,0,0.693926862409331,0.13,0.219,0,"4hours",-0.089,"CHD9"
"Chd9",163,0,-1.85018339943489,0.078,0.243,0,"Control",-0.165,"CHD9"
"Chd9",2781,0,-0.727189617951934,0.192,0.212,0,"6weeks",-0.02,"CHD9"
"Chd9",1243,0,1.36316699191845,0.38,0.175,0,"12hours",0.205,"CHD9"
"Chd9",2390,5.35817701713795e-255,-0.902438018898158,0.162,0.217,1.45383417006004e-250,"14days",-0.055,"CHD9"
"Spp1",1230,0,3.27090278970152,0.339,0.052,0,"12hours",0.287,"SPP1"
"Spp1",2794,0,-3.10387212333862,0.009,0.118,0,"6weeks",-0.109,"SPP1"
"Spp1",2365,0,-0.688054179509796,0.121,0.094,0,"14days",0.027,"SPP1"
"Spp1",164,0,-3.56439459054638,0.002,0.124,0,"Control",-0.122,"SPP1"
"Spp1",815,7.9613871392801e-212,-1.490935202513,0.053,0.104,2.16016317250087e-207,"4hours",-0.051,"SPP1"
"Rock2",165,1.1125369292536e-308,-0.743363801724212,0.099,0.194,1.11253692926701e-308,"Control",-0.095,"ROCK2"
"Rock2",637,0,0.746003389539991,0.233,0.167,0,"4hours",0.066,"ROCK2"
"Rock2",2478,2.23932669785634e-122,-0.408957495750125,0.151,0.179,6.0759651292936e-118,"14days",-0.028,"ROCK2"
"Rock2",2082,1.59694770693079e-238,0.270542472855844,0.24,0.161,4.33299821321532e-234,"2days",0.079,"ROCK2"
"Rock2",2798,1.11253932231211e-308,-0.796898863915011,0.096,0.192,1.17746778567537e-308,"6weeks",-0.096,"ROCK2"
"Rock2",1269,0,0.777656912576075,0.277,0.154,0,"12hours",0.123,"ROCK2"
"Abca13",2382,1.03898066590247e-286,1.03642461808419,0.169,0.089,2.81906624079317e-282,"14days",0.08,"ABCA13"
"Abca13",2225,3.81754701196822e-119,-0.744034027442485,0.062,0.11,1.03581503075734e-114,"2days",-0.048,"ABCA13"
"Abca13",1404,0,-2.15829869565208,0.023,0.117,0,"12hours",-0.094,"ABCA13"
"Abca13",733,1.11253693534665e-308,-1.39046321827368,0.065,0.107,1.11270225199272e-308,"4hours",-0.042,"ABCA13"
"Abca13",166,1.11253692925388e-308,0.958410721905008,0.153,0.089,1.11253693695505e-308,"Control",0.064,"ABCA13"
"Lrba",759,3.28262705786351e-270,-0.949837710798346,0.106,0.212,8.90675199610107e-266,"4hours",-0.106,"LRBA"
"Lrba",2269,6.82222764217676e-80,-0.373296935175739,0.172,0.205,1.85107502615182e-75,"2days",-0.033,"LRBA"
"Lrba",1913,3.69504185973642e-18,-0.213618653083809,0.184,0.203,1.00257570780228e-13,"12hours",-0.019,"LRBA"
"Lrba",167,1.11253692925773e-308,0.408594338002849,0.215,0.196,1.1125370412229e-308,"Control",0.019,"LRBA"
"Lrba",3072,1.13538884007123e-58,0.320876823806236,0.238,0.191,3.08065053976527e-54,"6weeks",0.047,"LRBA"
"Rbm39",670,0,0.22633186910989,0.206,0.225,0,"4hours",-0.019,"RBM39"
"Rbm39",170,1.11255837014999e-308,-0.264560780439987,0.164,0.239,1.69429277102833e-308,"Control",-0.075,"RBM39"
"Sema3c",2699,6.77345845902647e-37,0.257822380101,0.132,0.106,1.83784248368765e-32,"14days",0.026,"SEMA3C"
"Sema3c",171,1.15884224398099e-308,-0.779572191854899,0.052,0.126,2.51280420899651e-305,"Control",-0.074,"SEMA3C"
"Sema3c",1125,1.98655135837552e-50,0.250090611137618,0.123,0.109,5.3901098006803e-46,"4hours",0.014,"SEMA3C"
"Sema3c",1738,2.6008538631436e-66,0.350806123491346,0.146,0.104,7.05689678686753e-62,"12hours",0.042,"SEMA3C"
"Isoc2a",172,5.33854973270198e-308,0.406363586629248,0.103,0.075,1.44850869897403e-303,"Control",0.028,"ISOC2"
"Bcl2l1",173,5.36199462596662e-306,-0.696420561444128,0.105,0.2,1.45487000186352e-301,"Control",-0.095,"BCL2L1"
"Bcl2l1",617,0,0.920137188346161,0.252,0.17,0,"4hours",0.082,"BCL2L1"
"Bcl2l1",2785,0,-0.923628324876113,0.097,0.199,0,"6weeks",-0.102,"BCL2L1"
"Bcl2l1",2477,3.86298031079991e-123,-0.257382815477467,0.177,0.18,1.04814244772934e-118,"14days",-0.003,"BCL2L1"
"Bcl2l1",1420,2.29968141332346e-301,0.686444941227491,0.268,0.163,6.23972557877054e-297,"12hours",0.105,"BCL2L1"
"Klf12",174,1.26778879545769e-304,0.649557466579434,0.19,0.118,3.43989133871534e-300,"Control",0.072,"KLF12"
"Klf12",1441,8.01724824203775e-274,-0.71857945460325,0.062,0.147,2.1753199655121e-269,"12hours",-0.085,"KLF12"
"Klf12",1166,1.0157020618161e-40,-0.281131586571174,0.099,0.137,2.75590440432562e-36,"4hours",-0.038,"KLF12"
"Stxbp4",3101,4.93824702566895e-52,0.221945495971493,0.113,0.081,1.33989456547476e-47,"6weeks",0.032,"STXBP4"
"Stxbp4",175,2.18475884338171e-302,0.490953547363151,0.107,0.081,5.9279061697476e-298,"Control",0.026,"STXBP4"
"Cgnl1",176,4.31299226674052e-302,0.437829093801182,0.227,0.207,1.17024419173471e-297,"Control",0.02,"CGNL1"
"Cgnl1",2056,5.45694693236481e-258,-0.248062364525949,0.226,0.208,1.48063341115854e-253,"2days",0.018,"CGNL1"
"Cgnl1",1469,9.17864884192153e-239,-0.715995044525126,0.156,0.222,2.49044279027857e-234,"12hours",-0.066,"CGNL1"
"Vps13a",177,5.22415593640516e-301,0.356183345812984,0.211,0.188,1.41747023022481e-296,"Control",0.023,"VPS13A"
"Vps13a",1599,1.11197824011057e-132,-0.445659493063962,0.152,0.201,3.01713055889201e-128,"12hours",-0.049,"VPS13A"
"Rora",706,0,-1.35813394836575,0.144,0.287,0,"4hours",-0.143,"RORA"
"Rora",1401,0,-2.01522946186009,0.081,0.308,0,"12hours",-0.227,"RORA"
"Rora",3043,6.45431320682287e-66,0.323934682926399,0.317,0.261,1.75124880240725e-61,"6weeks",0.056,"RORA"
"Rora",178,1.44086932677508e-298,0.52046925564117,0.32,0.258,3.90951074433881e-294,"Control",0.062,"RORA"
"Rora",2343,0,0.906558973202348,0.412,0.243,0,"14days",0.169,"RORA"
"Rora",2089,7.51752883351961e-236,-0.275429677249281,0.291,0.267,2.03973109839888e-231,"2days",0.024,"RORA"
"Lmo7",1646,2.83364602689816e-108,-0.475422281222296,0.071,0.122,7.68853176478277e-104,"12hours",-0.051,"LMO7"
"Lmo7",180,4.23513245729263e-295,0.620490114487874,0.148,0.104,1.14911848963721e-290,"Control",0.044,"LMO7"
"Lmo7",2032,1.91943346139532e-281,-0.283140932038643,0.122,0.112,5.20799881080392e-277,"2days",0.01,"LMO7"
"Slc17a1",2980,3.50961207777331e-86,-0.203553613933936,0.118,0.123,9.52263045062233e-82,"6weeks",-0.005,"SLC17A1"
"Slc17a1",1064,1.14659284405133e-64,-0.317826965297972,0.083,0.127,3.11105036376448e-60,"4hours",-0.044,"SLC17A1"
"Slc17a1",2459,2.83095854223011e-135,0.503203465142334,0.165,0.113,7.68123981263297e-131,"14days",0.052,"SLC17A1"
"Slc17a1",181,1.33125690290637e-294,0.430066280725262,0.139,0.117,3.61209935465585e-290,"Control",0.022,"SLC17A1"
"Slc17a1",1492,3.84237483116934e-210,-0.750684143627533,0.066,0.132,1.04255156294118e-205,"12hours",-0.066,"SLC17A1"
"Clybl",182,1.28258006494198e-293,0.471800977529813,0.231,0.183,3.48002449020707e-289,"Control",0.048,"CLYBL"
"Clybl",1330,0,-1.04543587978652,0.088,0.213,0,"12hours",-0.125,"CLYBL"
"Clybl",2072,1.56186335049231e-245,0.24209965317201,0.259,0.18,4.23780382889078e-241,"2days",0.079,"CLYBL"
"Clybl",3128,3.2164670136561e-45,0.269628981433356,0.223,0.186,8.72723994815309e-41,"6weeks",0.037,"CLYBL"
"Clybl",1014,2.04854023598274e-81,-0.403541683607184,0.137,0.2,5.55830422229197e-77,"4hours",-0.063,"CLYBL"
"Large1",628,0,0.821572731960607,0.212,0.195,0,"4hours",0.017,"LARGE1"
"Large1",2702,2.40437597276949e-36,-0.266205430832649,0.183,0.2,6.52379332691546e-32,"14days",-0.017,"LARGE1"
"Large1",2955,2.78144608473409e-94,-0.44721746985478,0.152,0.207,7.546897661709e-90,"6weeks",-0.055,"LARGE1"
"Large1",1576,1.31686857121115e-145,0.465291052458325,0.263,0.184,3.57305949426721e-141,"12hours",0.079,"LARGE1"
"Large1",183,9.93098309615198e-292,-0.715922222869211,0.122,0.217,2.69457364347892e-287,"Control",-0.095,"LARGE1"
"Carmil1",647,0,0.685752461398407,0.324,0.258,0,"4hours",0.066,"CARMIL1"
"Carmil1",184,1.7817748258814e-290,-0.644151470066509,0.187,0.286,4.83448963506401e-286,"Control",-0.099,"CARMIL1"
"Carmil1",1950,0,0.47728683767478,0.383,0.242,0,"2days",0.141,"CARMIL1"
"Carmil1",2854,6.54636116965444e-193,-0.512722721349036,0.192,0.282,1.77622417616234e-188,"6weeks",-0.09,"CARMIL1"
"Glis3",581,0,1.3738355123591,0.461,0.333,0,"4hours",0.128,"GLIS3"
"Glis3",1858,2.58624942623988e-35,-0.223513001861376,0.33,0.351,7.01727056821666e-31,"12hours",-0.021,"GLIS3"
"Glis3",185,4.82465403390775e-289,-0.619565906185744,0.256,0.372,1.30907337902019e-284,"Control",-0.116,"GLIS3"
"Glis3",2848,1.11269843533938e-199,-0.379413070839112,0.324,0.353,3.01908466460634e-195,"6weeks",-0.029,"GLIS3"
"Glis3",1972,0,-0.26314774369917,0.371,0.343,0,"2days",0.028,"GLIS3"
"Jmjd1c",1273,0,0.754624574013932,0.338,0.207,0,"12hours",0.131,"JMJD1C"
"Jmjd1c",2080,5.52354525985309e-239,-0.363126005259478,0.234,0.227,1.49870353535594e-234,"2days",0.00700000000000001,"JMJD1C"
"Jmjd1c",587,0,1.20272760903632,0.284,0.221,0,"4hours",0.063,"JMJD1C"
"Jmjd1c",2389,4.2275008555794e-255,-0.523645340111472,0.212,0.231,1.14704780714436e-250,"14days",-0.019,"JMJD1C"
"Jmjd1c",186,4.83035997188056e-289,-0.755775439351152,0.149,0.249,1.31062157117035e-284,"Control",-0.1,"JMJD1C"
"Jmjd1c",2837,4.90370513156963e-216,-0.527174613875485,0.197,0.235,1.33052231334879e-211,"6weeks",-0.038,"JMJD1C"
"Klhl3",187,6.86411510866606e-288,0.867114289831009,0.102,0.065,1.86244035243436e-283,"Control",0.037,"KLHL3"
"Scp2",2396,4.08500661229472e-235,0.615281910025379,0.229,0.161,1.10838484411393e-230,"14days",0.068,"SCP2"
"Scp2",1385,0,-1.61962577570759,0.04,0.198,0,"12hours",-0.158,"SCP2"
"Scp2",704,0,-1.25910085802699,0.07,0.186,0,"4hours",-0.116,"SCP2"
"Scp2",188,3.57204315898867e-285,0.548299670600505,0.22,0.16,9.69202470328395e-281,"Control",0.06,"SCP2"
"Pax2",743,5.75413495861308e-290,-0.953853674227131,0.098,0.149,1.56126943832049e-285,"4hours",-0.051,"PAX2"
"Pax2",189,2.05753389397866e-283,0.658885923911842,0.172,0.135,5.58270671453229e-279,"Control",0.037,"PAX2"
"Pax2",2497,1.03296221797471e-108,0.469915069858234,0.19,0.134,2.80273638603077e-104,"14days",0.056,"PAX2"
"Pax2",3024,2.14711994613162e-71,0.224226553507702,0.148,0.142,5.82578054983892e-67,"6weeks",0.00600000000000001,"PAX2"
"Pax2",2087,3.26239879991924e-236,-0.478294347136785,0.141,0.143,8.85186666382088e-232,"2days",-0.002,"PAX2"
"Pax2",1497,5.48813777036181e-207,-0.890547373819437,0.085,0.154,1.48909642123227e-202,"12hours",-0.069,"PAX2"
"Mlxipl",190,2.51680823243448e-282,0.479816443836605,0.103,0.074,6.82885577706447e-278,"Control",0.029,"MLXIPL"
"Tulp3",191,1.26615045778579e-273,0.525506992409038,0.184,0.137,3.43544603711018e-269,"Control",0.047,"TULP3"
"Tulp3",1569,7.73885578949957e-151,-0.580927844702657,0.094,0.157,2.09978374136492e-146,"12hours",-0.063,"TULP3"
"Tulp3",1047,5.27362251756754e-70,-0.400628520504773,0.1,0.153,1.4308919976916e-65,"4hours",-0.053,"TULP3"
"Fut8",192,6.20101601230322e-271,0.483725230884192,0.168,0.127,1.68252167461823e-266,"Control",0.041,"FUT8"
"Fut8",1557,4.7138129060714e-157,-0.568846826528643,0.084,0.146,1.27899885580435e-152,"12hours",-0.062,"FUT8"
"Fut8",982,3.77681972182246e-93,-0.467119139244648,0.084,0.143,1.02476449512209e-88,"4hours",-0.059,"FUT8"
"Fut8",2026,9.32981237074113e-287,0.333723590906251,0.203,0.123,2.53145799055319e-282,"2days",0.08,"FUT8"
"Slc4a4",942,1.6352190887009e-114,-0.468738123470177,0.159,0.241,4.43683995337216e-110,"4hours",-0.082,"SLC4A4"
"Slc4a4",193,7.36123167446751e-271,0.329098793193875,0.239,0.229,1.99732299023327e-266,"Control",0.00999999999999998,"SLC4A4"
"Slc4a4",2039,1.45672655928234e-276,0.550040728480624,0.33,0.212,3.95253617330078e-272,"2days",0.118,"SLC4A4"
"Slc4a4",1342,0,-1.10242130868015,0.133,0.25,0,"12hours",-0.117,"SLC4A4"
"Lyrm4",194,7.98516708723887e-271,0.26338521085523,0.193,0.189,2.16661538578052e-266,"Control",0.004,"LYRM4"
"Lyrm4",1572,1.20732048878795e-149,-0.542148145755849,0.136,0.2,3.27582268222834e-145,"12hours",-0.064,"LYRM4"
"Lyrm4",1015,8.69939441509488e-81,-0.23384149546819,0.144,0.195,2.36040668664769e-76,"4hours",-0.051,"LYRM4"
"Lyrm4",3115,3.39375972552013e-48,0.240568939089925,0.224,0.182,9.20828826325376e-44,"6weeks",0.042,"LYRM4"
"Malrd1",1620,3.11614870511493e-123,0.415558845965459,0.185,0.125,8.45504628158833e-119,"12hours",0.06,"MALRD1"
"Malrd1",606,0,0.962745853583857,0.185,0.128,0,"4hours",0.057,"MALRD1"
"Malrd1",2209,9.00554660807079e-137,0.232689701600946,0.185,0.125,2.44347496116785e-132,"2days",0.06,"MALRD1"
"Malrd1",2871,4.07663909884059e-171,-0.595804615560258,0.088,0.145,1.10611448668842e-166,"6weeks",-0.057,"MALRD1"
"Malrd1",195,1.26894439146213e-270,-0.665579273789321,0.073,0.151,3.44302681735421e-266,"Control",-0.078,"MALRD1"
"Malrd1",2437,4.30183998754114e-159,-0.367437373636243,0.131,0.135,1.16721824381954e-154,"14days",-0.004,"MALRD1"
"Ppargc1b",196,2.99607885959635e-269,0.367644374820487,0.136,0.118,8.12926076974278e-265,"Control",0.018,"PPARGC1B"
"Ppargc1b",1156,3.62386102499541e-43,-0.29689537631579,0.087,0.126,9.83262211912004e-39,"4hours",-0.039,"PPARGC1B"
"Ppargc1b",3049,3.406011865969e-64,0.23096201616769,0.133,0.119,9.24153199593369e-60,"6weeks",0.014,"PPARGC1B"
"Ppargc1b",2321,6.11084886719263e-33,-0.239361660732625,0.105,0.125,1.65805662313538e-28,"2days",-0.02,"PPARGC1B"
"Ppargc1b",1631,1.98283744772936e-116,-0.392305658457417,0.098,0.126,5.38003284692406e-112,"12hours",-0.028,"PPARGC1B"
"Luzp1",858,1.09608694303685e-167,-1.29929683720869,0.104,0.161,2.97401270254187e-163,"4hours",-0.057,"LUZP1"
"Luzp1",2881,3.73727446069327e-153,0.450867710905398,0.163,0.152,1.0140346794199e-148,"6weeks",0.011,"LUZP1"
"Luzp1",1991,0,-1.30506137468686,0.134,0.158,0,"2days",-0.024,"LUZP1"
"Luzp1",1233,0,2.1900577141307,0.299,0.126,0,"12hours",0.173,"LUZP1"
"Luzp1",2380,3.8263566185655e-290,-1.3477016789818,0.113,0.162,1.03820534131538e-285,"14days",-0.049,"LUZP1"
"Luzp1",197,2.54453626955774e-268,-1.26725395344885,0.11,0.166,6.90409026019101e-264,"Control",-0.056,"LUZP1"
"Wwc2",198,2.33958489863373e-267,0.292456773748403,0.246,0.233,6.34799570546289e-263,"Control",0.013,"WWC2"
"Wwc2",1961,0,0.219011333235242,0.318,0.219,0,"2days",0.099,"WWC2"
"Wwc2",930,3.34707075954128e-121,-0.386986142233053,0.165,0.245,9.08160709186334e-117,"4hours",-0.08,"WWC2"
"Wwc2",1548,6.81028565563815e-164,-0.51596740442465,0.17,0.248,1.8478348069443e-159,"12hours",-0.078,"WWC2"
"Pvr",2685,4.00001778577523e-40,-0.293905977531755,0.089,0.12,1.08532482581439e-35,"14days",-0.031,"PVR"
"Pvr",1483,1.3310438376923e-216,0.589980450563654,0.183,0.102,3.61152124481052e-212,"12hours",0.081,"PVR"
"Pvr",199,6.27933003469824e-267,-0.779271675913556,0.062,0.129,1.70377061831467e-262,"Control",-0.067,"PVR"
"Pvr",2898,1.5043209480288e-133,-0.497055484453799,0.085,0.122,4.08167402828654e-129,"6weeks",-0.037,"PVR"
"Pvr",588,0,1.20123383420529,0.214,0.102,0,"4hours",0.112,"PVR"
"Pvr",2250,4.50581515974591e-97,-0.334368331287938,0.107,0.117,1.22256282729386e-92,"2days",-0.01,"PVR"
"Kl",200,1.11005254613267e-266,0.723113355631793,0.106,0.054,3.01190557342177e-262,"Control",0.052,"KL"
"Map2k6",202,4.23307680936711e-264,0.542789807716107,0.107,0.063,1.14856073068558e-259,"Control",0.044,"MAP2K6"
"Epb41",2441,1.38186730025891e-154,0.432972963101068,0.291,0.205,3.74942054579251e-150,"14days",0.086,"EPB41"
"Epb41",1313,0,-0.913253364275036,0.126,0.237,0,"12hours",-0.111,"EPB41"
"Epb41",204,7.4026866310375e-260,0.368972728425064,0.243,0.213,2.00857096359941e-255,"Control",0.03,"EPB41"
"Vdr",1309,0,-0.900862959657188,0.048,0.113,0,"12hours",-0.065,"VDR"
"Vdr",3130,1.39606191628915e-44,0.296198836834961,0.125,0.097,3.78793479746736e-40,"6weeks",0.028,"VDR"
"Vdr",205,3.32890791158192e-259,0.586362962078361,0.141,0.092,9.03232583649522e-255,"Control",0.049,"VDR"
"Vdr",1068,1.20873130878248e-63,-0.399081433029501,0.065,0.107,3.2796506601195e-59,"4hours",-0.042,"VDR"
"Il7",2592,1.06895792081556e-68,0.264005482085029,0.206,0.157,2.90040352654886e-64,"14days",0.049,"IL7"
"Il7",2803,2.192542050054e-298,-0.714980207398503,0.089,0.182,5.94902434441153e-294,"6weeks",-0.093,"IL7"
"Il7",891,4.33207104124604e-144,0.518488917166527,0.214,0.159,1.17542083562129e-139,"4hours",0.055,"IL7"
"Il7",1929,0,0.748664985432764,0.282,0.142,0,"2days",0.14,"IL7"
"Il7",1864,1.52387204239322e-34,-0.262345881196967,0.142,0.169,4.13472201262553e-30,"12hours",-0.027,"IL7"
"Il7",206,1.59133383163079e-258,-0.653436309783572,0.099,0.182,4.31776608536383e-254,"Control",-0.083,"IL7"
"Nav2",836,3.43717853062682e-196,0.42977440394475,0.15,0.144,9.32609650714976e-192,"4hours",0.00600000000000001,"NAV2"
"Nav2",1613,2.08914015680585e-125,0.473397644866751,0.2,0.134,5.66846398746132e-121,"12hours",0.066,"NAV2"
"Nav2",3192,1.3453294242099e-27,-0.233000527440749,0.122,0.15,3.65028232670872e-23,"6weeks",-0.028,"NAV2"
"Nav2",2063,2.08251427433183e-252,0.226421777268378,0.202,0.133,5.65048598054455e-248,"2days",0.069,"NAV2"
"Nav2",207,4.6728824155244e-258,-0.726324919377225,0.082,0.161,1.26789318580424e-253,"Control",-0.079,"NAV2"
"Nedd4l",208,2.07484533345132e-257,-0.362639510236054,0.337,0.451,5.62967784325346e-253,"Control",-0.114,"NEDD4L"
"Nedd4l",1536,7.25672473345393e-176,-0.232608718478408,0.429,0.427,1.96896712192805e-171,"12hours",0.002,"NEDD4L"
"Nedd4l",1968,0,-0.228129251539206,0.451,0.422,0,"2days",0.029,"NEDD4L"
"Nedd4l",2563,1.9124015964818e-77,0.207651747209799,0.485,0.416,5.18891925173406e-73,"14days",0.069,"NEDD4L"
"Nedd4l",661,0,0.524166834929685,0.442,0.425,0,"4hours",0.017,"NEDD4L"
"Pde4c",772,2.46902675113124e-249,-0.737169303883115,0.079,0.126,6.6992102838444e-245,"4hours",-0.047,"PDE4C"
"Pde4c",209,3.81945234371168e-257,0.571371390352516,0.165,0.109,1.03633200441929e-252,"Control",0.056,"PDE4C"
"Pde4c",2834,7.21569227949761e-222,0.528051514728779,0.152,0.113,1.95783378619609e-217,"6weeks",0.039,"PDE4C"
"Pde4c",2228,9.32250268446146e-118,-0.473931794624932,0.092,0.126,2.52947465337493e-113,"2days",-0.034,"PDE4C"
"Pde4c",1300,0,-0.820361266088196,0.077,0.129,0,"12hours",-0.052,"PDE4C"
"Zfand3",210,8.33305105975354e-256,-0.300221419609326,0.176,0.257,2.26100674404293e-251,"Control",-0.081,"ZFAND3"
"Nfat5",212,1.68835835117744e-254,-0.55738604856046,0.114,0.199,4.58102271424975e-250,"Control",-0.085,"NFAT5"
"Nfat5",1027,1.70512014176391e-76,-0.216820398017743,0.141,0.186,4.62650248064803e-72,"4hours",-0.045,"NFAT5"
"Nfat5",2504,3.18026206736543e-102,0.33016172213609,0.235,0.171,8.62900506738261e-98,"14days",0.064,"NFAT5"
"Nfat5",1689,1.17914025669556e-87,0.246120158938221,0.229,0.172,3.19936125849206e-83,"12hours",0.057,"NFAT5"
"Syn3",1522,1.69325923735126e-183,-0.611713084607406,0.083,0.132,4.59432028870517e-179,"12hours",-0.049,"SYN3"
"Syn3",974,7.44530990857816e-97,-0.423819043808395,0.074,0.13,2.02013593749451e-92,"4hours",-0.056,"SYN3"
"Syn3",213,3.88077445748286e-251,0.562896502155789,0.164,0.113,1.05297053354883e-246,"Control",0.051,"SYN3"
"Osbpl6",652,0,0.646811928091398,0.241,0.233,0,"4hours",0.00799999999999998,"OSBPL6"
"Osbpl6",1500,6.96892987693772e-202,-0.571572510914369,0.177,0.245,1.89087974350951e-197,"12hours",-0.068,"OSBPL6"
"Osbpl6",214,4.07481521674925e-250,0.236812764482382,0.238,0.233,1.10561961276057e-245,"Control",0.00499999999999998,"OSBPL6"
"Osbpl6",2410,2.97302200429632e-205,-0.369541867317184,0.218,0.237,8.06670060425719e-201,"14days",-0.019,"OSBPL6"
"Pter",2470,6.31364142585217e-129,0.468631064086679,0.249,0.177,1.71308032807647e-124,"14days",0.072,"PTER"
"Pter",1368,0,-1.3870537513243,0.086,0.209,0,"12hours",-0.123,"PTER"
"Pter",1010,8.12162395590756e-83,-0.453664072798186,0.132,0.196,2.2036402279564e-78,"4hours",-0.064,"PTER"
"Pter",3094,9.69508410039508e-54,0.300896136384295,0.222,0.181,2.6305671689602e-49,"6weeks",0.041,"PTER"
"Pter",216,2.29223874372997e-247,0.390864398338119,0.209,0.184,6.21953138336254e-243,"Control",0.025,"PTER"
"Myo3b",2335,9.52986333834926e-14,-0.21231609802406,0.116,0.121,2.5857378195943e-09,"2days",-0.00499999999999999,"MYO3B"
"Myo3b",217,3.37328492088434e-244,-0.757594876086084,0.093,0.128,9.15273397583547e-240,"Control",-0.035,"MYO3B"
"Myo3b",2493,5.34351778477168e-111,-0.688821749989228,0.088,0.127,1.4498566805421e-106,"14days",-0.039,"MYO3B"
"Myo3b",1248,0,1.18175879731641,0.201,0.105,0,"12hours",0.096,"MYO3B"
"Myo3b",814,6.51951383466007e-212,0.579414926184784,0.131,0.119,1.76893968875832e-207,"4hours",0.012,"MYO3B"
"Myo3b",2933,2.07714919893557e-110,-0.433581384898077,0.108,0.123,5.63592892147189e-106,"6weeks",-0.015,"MYO3B"
"Kank1",1525,9.75054623866076e-182,-0.626160307944181,0.134,0.211,2.64561571093582e-177,"12hours",-0.077,"KANK1"
